Age,Profession,Sex,Province,S_Occasion,C_Occasion,C_Frequency,S_Frequency,S_Screentime,S_Time(weekday),S_Time(weekend),S_Usage(festival),Cluster_ID
30-39ปี,พนักงานบริษัทเอกชน,หญิง,กรุงเทพมหานคร,LINE,ไม่ดื่มกาแฟ,0,ทุกวัน,3-4 ชม./วัน,9.00-17.59น.,18.00-21.59น.,ใช้น้อยกว่าปกติ,2
30-39ปี,ฟรีแลนซ์/อาชีพอิสระ,หญิง,กรุงเทพมหานคร,Facebook,"ดื่มให้ตื่นตัวระหว่างทำงานเวลากลางวัน, ดื่มระหว่างทำงานอดิเรกต่างๆ เช่น ดูซีรีส์, เล่นเกม, ดูบอล",กาแฟสดคั่วบด เช่น ร้านกาแฟสด,ทุกวัน,5-6 ชม./วัน,18.00-21.59น.,22.01-4.59น.,ใช้มากกว่าปกติ,1
30-39ปี,พนักงานบริษัทเอกชน,หญิง,กรุงเทพมหานคร,LINE,ไม่ดื่มกาแฟ,0,ทุกวัน,มากกว่า 6 ชม./วัน,22.01-4.59น.,22.01-4.59น.,ใช้น้อยกว่าปกติ,2
23-29ปี,พนักงานบริษัทเอกชน,ชาย,กรุงเทพมหานคร,Instagram,ดื่มทดแทนเมื่อหาร้านกาแฟสดไม่ได้,กาแฟสดคั่วบด เช่น ร้านกาแฟสด,ทุกวัน,มากกว่า 6 ชม./วัน,18.00-21.59น.,22.01-4.59น.,ใช้มากกว่าปกติ,1
18-22ปี,นักศึกษา,ชาย,แพร่,Facebook,ไม่ดื่มกาแฟ,0,ทุกวัน,3-4 ชม./วัน,18.00-21.59น.,"9.00-17.59น., 18.00-21.59น.",ใช้เท่าเดิม,2
40-49ปี,ธุรกิจส่วนตัว,หญิง,กรุงเทพมหานคร,Twitter,ไม่ดื่มกาแฟ,0,ทุกวัน,มากกว่า 6 ชม./วัน,22.01-4.59น.,22.01-4.59น.,ใช้มากกว่าปกติ,2
40-49ปี,พนักงานบริษัทเอกชน,หญิง,กรุงเทพมหานคร,Facebook,ไม่ดื่มกาแฟ,0,ทุกวัน,มากกว่า 6 ชม./วัน,9.00-17.59น.,9.00-17.59น.,ใช้เท่าเดิม,2
ต่ำกว่า 18ปี,นักเรียน,หญิง,กรุงเทพมหานคร,Twitter,ไม่ดื่มกาแฟ,0,ทุกวัน,3-4 ชม./วัน,18.00-21.59น.,18.00-21.59น.,ใช้เท่าเดิม,2
23-29ปี,แม่ค้า,หญิง,สมุทรสาคร,TikTok,"ดื่มให้ตื่นตัวระหว่างทำงานเวลากลางวัน, ดื่มระหว่างเดินทาง/ขับรถ",กาแฟสดคั่วบด เช่น ร้านกาแฟสด,ทุกวัน,มากกว่า 6 ชม./วัน,18.00-21.59น.,"9.00-17.59น., 18.00-21.59น.",ใช้น้อยกว่าปกติ,1
ต่ำกว่า 18ปี,นักเรียน,หญิง,กรุงเทพมหานคร,Instagram,ดื่มให้ตื่นตัวในตอนเช้า,กาแฟสดคั่วบด เช่น ร้านกาแฟสด,ทุกวัน,3-4 ชม./วัน,"05.00-8.59น., 9.00-17.59น., 18.00-21.59น., 22.01-4.59น.","9.00-17.59น., 18.00-21.59น., 22.01-4.59น.",ใช้มากกว่าปกติ,-1
30-39ปี,พนักงานบริษัทเอกชน,หญิง,กรุงเทพมหานคร,Twitter,ไม่ดื่มกาแฟ Ready to drink เลย,กาแฟผงสำเร็จรูป,ทุกวัน,มากกว่า 6 ชม./วัน,"9.00-17.59น., 18.00-21.59น., 22.01-4.59น.","9.00-17.59น., 18.00-21.59น., 22.01-4.59น.",ใช้เท่าเดิม,1
23-29ปี,พนักงานบริษัทเอกชน,หญิง,กรุงเทพมหานคร,Instagram,ไม่ดื่มกาแฟ Ready to drink เลย,แคปซูลกาแฟ,ทุกวัน,3-4 ชม./วัน,"9.00-17.59น., 18.00-21.59น.","9.00-17.59น., 18.00-21.59น., 22.01-4.59น.",ใช้มากกว่าปกติ,0
23-29ปี,พนักงานบริษัทเอกชน,หญิง,กรุงเทพมหานคร,LINE,ไม่ดื่มกาแฟ,0,ทุกวัน,5-6 ชม./วัน,"9.00-17.59น., 18.00-21.59น.","9.00-17.59น., 18.00-21.59น.",ใช้มากกว่าปกติ,2
23-29ปี,พนักงานบริษัทเอกชน,หญิง,กรุงเทพมหานคร,Instagram,ไม่ดื่มกาแฟ Ready to drink เลย,กาแฟสดคั่วบด เช่น ร้านกาแฟสด,ทุกวัน,5-6 ชม./วัน,"9.00-17.59น., 18.00-21.59น., 22.01-4.59น.","9.00-17.59น., 18.00-21.59น., 22.01-4.59น.",ใช้เท่าเดิม,1
23-29ปี,พนักงานบริษัทเอกชน,ชาย,ชลบุรี,LINE,"ดื่มให้ตื่นตัวระหว่างทำงานเวลากลางวัน, ดื่มให้ไม่ง่วงในคืนอ่านหนังสือสอบ",กาแฟพร้อมดื่ม (Ready to drink),ทุกวัน,5-6 ชม./วัน,"18.00-21.59น., 22.01-4.59น.","18.00-21.59น., 22.01-4.59น.",ใช้เท่าเดิม,1
23-29ปี,พนักงานบริษัทเอกชน,ชาย,กรุงเทพมหานคร,Instagram,ไม่ดื่มกาแฟ,0,ทุกวัน,มากกว่า 6 ชม./วัน,"9.00-17.59น., 22.01-4.59น.","05.00-8.59น., 9.00-17.59น., 18.00-21.59น., 22.01-4.59น.",ใช้เท่าเดิม,2
40-49ปี,ข้าราชการ,หญิง,นครปฐม,LINE,ไม่ดื่มกาแฟ Ready to drink เลย,กาแฟสดคั่วบด เช่น ร้านกาแฟสด,ทุกวัน,3-4 ชม./วัน,9.00-17.59น.,18.00-21.59น.,ใช้เท่าเดิม,-1
ต่ำกว่า 18ปี,นักเรียน,ชาย,กรุงเทพมหานคร,Instagram,ไม่ดื่มกาแฟ Ready to drink เลย,แคปซูลกาแฟ,ทุกวัน,3-4 ชม./วัน,"9.00-17.59น., 18.00-21.59น., 22.01-4.59น.","9.00-17.59น., 18.00-21.59น., 22.01-4.59น.",ใช้เท่าเดิม,1
